ID;Name;Sub_ID;Sub_Name;Field_ID;Field_Name;Domain_ID;Domain_Name;Keywords_1;Keywords_2;Keywords_3;Keywords_4;Keywords_5;Keywords_6;Keywords_7;Keywords_8;Keywords_9;Keywords_10
T12052;Knowledge-Based Economy and Regional Development;2002;Economics and Econometrics;20;Economics, Econometrics and Finance;2;Social Sciences;Innovation;Regional Development;Cluster Policies;Knowledge Economy;Competitiveness;Innovative Strategy;Industrial Restructuring;Globalization;Sustainable Development;European Union
T14343;Interfaith Relations in Medieval Iberia and Colonial Legacy;1212;Religious studies;12;Arts and Humanities;2;Social Sciences;Convivencia;Al-Andalus;Spanish Colonialism;Equatorial Guinea;Morocco;Islamic History;Jewish History;Colonial Heritage;Interfaith Relations;Historiography
T13485;Human Impact on Marine Ecology and Fisheries;2303;Ecology;23;Environmental Science;3;Physical Sciences;Marine Ecology;Fisheries Management;Environmental Impact;Water Quality;Biodiversity;Heavy Metals;Sustainable Livelihoods;Climate Change Adaptation;Community Dynamics;Economic Development
T13368;The Future of Higher Education;3304;Education;33;Social Sciences;2;Social Sciences;Neoliberalism;Digital Age;University;Democracy;Globalization;Technology;Inequality;Humanities;Austerity;Sustainability
T13876;Synthesis and Properties of Heterocyclic Compounds;1605;Organic Chemistry;16;Chemistry;3;Physical Sciences;Heterocyclic Chemistry;Synthesis;Properties;Iminofurans;Ketenes;Rearrangements;Antioxidant Activity;Biological Activity;Cycloaddition Reactions;Thermolysis
T12862;History and Influence of Catholic Church in America;1202;History;12;Arts and Humanities;2;Social Sciences;Catholicism;American;Church;Vatican II;Religious;Identity;History;Ethics;Education;Social Justice
T13233;Occupational Health and Safety Management;3609;Occupational Therapy;36;Health Professions;4;Health Sciences;Ergonomics;Workplace Safety;Health Management;Productivity Improvement;Risk Analysis;Industrial Hygiene;Work-related Stress;Safety Behavior;Physical Function;Project Management
T13101;Child Protection and Legal Frameworks;3308;Law;33;Social Sciences;2;Social Sciences;Child Protection;Legal Framework;Human Rights;Juvenile Justice;Sexual Violence;Drug Abuse;Restorative Justice;Data Privacy;Family Role;Gender Discrimination
T12969;Development, Justice, and Social Equity;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Development;Justice;Social Equity;Globalization;Human Dignity;Democracy;Inequality;Sustainability;Education;Poverty
T14278;Studies on the Work of Louis Althusser;1211;Philosophy;12;Arts and Humanities;2;Social Sciences;Althusser;Marxism;Ideology;Philosophy;Materialism;Citizenship;Critical Theory;Globalization;Social Reproduction;Dialectics
T14374;Methods for Sample Size Calculation in Research;2613;Statistics and Probability;26;Mathematics;3;Physical Sciences;Sample Size Calculation;Methodology;Logistic Regression;Predictive Modeling;Epidemiologic Research;Statistical Analysis;Data Bias;Measurement Error;Risk Factors;Clinical Studies
T13917;Materials Science and Engineering in Military Applications;2500;General Materials Science;25;Materials Science;3;Physical Sciences;Materials Science;Engineering;Combustion;Flammability;Oxygen Compatibility;Seismic Performance;Soil Contamination;Risk Assessment;Geotechnical Properties;High-Pressure Environments
T13814;Multidisciplinary Approach to Discourse Analysis;3310;Linguistics and Language;33;Social Sciences;2;Social Sciences;Discourse Analysis;Political Discourse;Ideology;Power;Racism;Media Influence;Social Communication;Semantics;Critical Theory;Social Movements
T14487;Impact of Science Funding Crisis in Brazil;3320;Political Science and International Relations;33;Social Sciences;2;Social Sciences;Science Funding;Brazilian Scientists;Research Budget Cuts;Scientific Output;Social Media Platforms;Education;Scientific Denialism;Quantum Theory;Scientific Research Design;Social Impact
T13496;Communication Research in Spain and Latin America;3315;Communication;33;Social Sciences;2;Social Sciences;Communication;Research;Spain;Latin America;Advertising;Digital Media;Social Networks;Publications;Academic Production;Scientific Journals
T14146;Impact of Tsunami on Structures and Infrastructure;2205;Civil and Structural Engineering;22;Engineering;3;Physical Sciences;Tsunami;Impact;Structures;Infrastructure;Experimental Investigation;Debris;Coastal;Forces;Hydrodynamic;Numerical Modeling
T13727;Sociolinguistics and Language Diversity;3310;Linguistics and Language;33;Social Sciences;2;Social Sciences;Sociolinguistics;Language Diversity;Youth Language;Language Attitudes;Multilingualism;Language Policy;Urban Linguistics;Language Contact;Minority Languages;Political Discourse
T14499;Current Situation and Future Prospects for Beef Cattle Production;1102;Agronomy and Crop Science;11;Agricultural and Biological Sciences;1;Life Sciences;Beef Cattle;Livestock Production;Small Farming;Genetic Diversity;Sustainable Agriculture;Economic Efficiency;Swamp Buffaloes;Supply Chain Analysis;Integrated Farming System;Market Structure
T13720;Statistical Analysis of Benford's Law Phenomenon;2613;Statistics and Probability;26;Mathematics;3;Physical Sciences;Benford's Law;fraud detection;election irregularities;data authenticity;financial data;statistical analysis;forensic accounting;COVID-19 reporting;accounting data manipulation;data quality
T13245;The Works of Samuel Beckett;1208;Literature and Literary Theory;12;Arts and Humanities;2;Social Sciences;Samuel Beckett;Modernism;Literature;Philosophy;Language;Theatre;Postmodernism;Aesthetics;Critique;Humanities
T13926;Feminist Legal Theory and Social Justice;3318;Gender Studies;33;Social Sciences;2;Social Sciences;Feminist Legal Theory;Social Justice;Gender Equality;Public Health Governance;Mutual Aid;Intersectionality;Artificial Intelligence;Gender Studies;Ethics in Law;Global Feminism
T13978;Impact of Distance Education on Learning and Achievement;3304;Education;33;Social Sciences;2;Social Sciences;Distance Education;Online Learning;Educational Technology;Student Engagement;E-Learning;Digital Competence;Remote Teaching;Pedagogical Management;Interactive Methods;Cognitive Abilities
T13585;Impact of Technostress on Work and Well-being;3207;Social Psychology;32;Psychology;2;Social Sciences;Technostress;Workplace;Technology;Stress;Productivity;Coping Strategies;Health;User Satisfaction;Job Performance;Information Technology
T14219;Local Economic Development in South Africa;3320;Political Science and International Relations;33;Social Sciences;2;Social Sciences;South Africa;local economic development;policy;regional;urban;sustainable development;rural;employment;community-based;spatial development
T13851;Cyberbiosecurity and Legal Implications of AI Technology;1702;Artificial Intelligence;17;Computer Science;3;Physical Sciences;Cyberbiosecurity;Artificial Intelligence;Legal Implications;Biological Engineering;Patent Law;Digitalization;Copyright;Regulatory Challenges;Ethical Issues;Innovation Policy
T13874;Knowledge Mapping and Information Architecture;1710;Information Systems;17;Computer Science;3;Physical Sciences;Knowledge Mapping;Information Architecture;Knowledge Audit;Knowledge Management;Virtual Communities;Usability;Digital Marketing;Cross-Channel Ecosystems;Organizational Knowledge;Strategic Management
T13162;Governance and Social Dynamics in Africa;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Africa;governance;social movements;healthcare;political transition;ethnicity;urban protest;media pluralism;decentralization;youth employment
T13545;Philosophy of Henri Bergson and related thinkers;1211;Philosophy;12;Arts and Humanities;2;Social Sciences;Bergson;Simondon;Ravaisson;Habit;Philosophy;Time;Science;Culture;Sociology;Ethics
T14446;Multidisciplinary Engineering Research and Development;2200;General Engineering;22;Engineering;3;Physical Sciences;Engineering;Research;Numerical Simulation;Experimental Study;Technology;Analysis;Design;Monitoring;Optimization;Development
T13146;Impact of Green Bonds on Climate Finance;2003;Finance;20;Economics, Econometrics and Finance;2;Social Sciences;Green Bonds;Climate Finance;Financial Stability;Monetary Policy;Sustainable Development;Climate Risks;Bond Pricing;Investment;Corporate Performance;Transition to Low-Carbon Economy
T13478;Sustainable Agricultural Development and Extension Services;1100;General Agricultural and Biological Sciences;11;Agricultural and Biological Sciences;1;Life Sciences;Agricultural Entrepreneurship;Technology Adoption;Sustainable Farming Practices;Climate Change Impact;Rural Community Empowerment;Extension Services;Food Security;Small-Scale Farming;Youth Participation;Gender Equality
T13789;Challenges and Reforms in Higher Education Systems;3304;Education;33;Social Sciences;2;Social Sciences;Higher Education;Lifelong Learning;Education Reform;E-Learning;Globalization;Sustainable Development;Teacher Training;Knowledge Economy;Inclusive Education;Policy and Practice
T13769;Dynamics of Complex Biological and Physical Systems;3109;Statistical and Nonlinear Physics;31;Physics and Astronomy;3;Physical Sciences;Inertial Electrostatic Confinement Fusion;Chaotic Dynamics;Biological Systems;Stochastic Analysis;Neural Network Technologies;Quantum Mechanics;Thermonuclear Fusion;Statistical Instability;Homeostatic Systems;Physical Effort
T13842;Intellectual Property Law and Policy Analysis;3308;Law;33;Social Sciences;2;Social Sciences;Trademark Law;Copyright Law;Intellectual Property Rights;Trade Marks;Patents;Fair Use;Design Protection;International Trade;Consumer Rights;Legal Harmonization
T13955;Fuzzy Class Membership Modeling in Environmental Sciences;2302;Ecological Modeling;23;Environmental Science;3;Physical Sciences;Fuzzy Modeling;Analytic Hierarchy Process;Entropy Weight;Power Network Structure Assessment;Tree Shrews;Seismic Reservoir Rules Extraction;Urban Green Transportation Planning;Power Quality Monitoring System;Lung Cancer Model;Electricity Demand Response
T13513;Urban Ethnography and Social Dynamics;3322;Urban Studies;33;Social Sciences;2;Social Sciences;Urban Ethnography;Social Dynamics;Cultural Identity;Community Engagement;Globalization;Youth Culture;Public Space;Visual Anthropology;Sociocultural Experience;Local Governance
T14516;Innovations in Education Technology and Learning Methods;1710;Information Systems;17;Computer Science;3;Physical Sciences;Digital Learning;Online Learning;E-Learning;Educational Multimedia;Language Teaching;Learning Media;Instructional Materials;Blended Learning;ICT Related Disciplines;Student Perception
T13364;Legal Implications of Digital Technologies;3308;Law;33;Social Sciences;2;Social Sciences;Data Protection;Artificial Intelligence;Digital Rights;Cybersecurity;Autonomous Vehicles;Big Data;Robotics Liability;Privacy Regulations;Internet of Things;Economic Sanctions
T13709;Education Policy and Social Development;3304;Education;33;Social Sciences;2;Social Sciences;Education Policy;Social Inequality;E-Learning;Child Poverty;Globalization;Workforce Readiness;Higher Education;Inclusive Education;Educational Innovation;Labor Market
T13711;Role of Microbial Metabolites in Human Health;1303;Biochemistry;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Microbial Metabolites;Human Microbiome;Sepsis;Aromatic Compounds;Renewable Resources;Biomass Combustion;Sustainable Development;Gas Chromatography-Mass Spectrometry;Mitochondrial Function;Cell Biology
T12670;Cultural Landscape and Tourism Development;3316;Cultural Studies;33;Social Sciences;2;Social Sciences;Cultural Landscape;Tourism;Heritage;Territorial Development;Industrial Heritage;Rural Tourism;Historical Land Use;Community Engagement;Environmental Conservation;Geographical Perspectives
T13296;Sport, Leisure, and Public Policy Analysis;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Sport;Leisure;Public Policy;Megaevents;Sociology of Sport;Physical Education;Innovation in Sport;Cultural Studies;Media Discourse;Social Inclusion
T14239;Financial Analysis and Management in Organizations;1402;Accounting;14;Business, Management and Accounting;2;Social Sciences;Financial Analysis;Productivity Indicators;Economic Impact Evaluation;Management Strategies;Organizational Performance;Financial Reporting;Small and Medium Enterprises (SMEs);Decision Making;Competitiveness;Risk Assessment
T13308;Cultural Techniques in Media Theory and Neuroscience;1207;History and Philosophy of Science;12;Arts and Humanities;2;Social Sciences;Cultural Techniques;Media Theory;Neuroscience;Cybernetics;Artificial Intelligence;Philosophy of Mind;Human-Computer Interaction;History of Science;Technological Reproducibility;Embodiment
T13285;Rural Village Development and Governance;3305;Geography, Planning and Development;33;Social Sciences;2;Social Sciences;Village Fund;Local Government;Rural Development;Community Empowerment;Sustainable Development Goals;Village-Owned Enterprises;Financial Accountability;Economic Independence;Social Innovation;Digital Inequalities
